id	title	category	rating	price	link	developer_name	developer_link	img_src_large	img_src_small	description	long_description	num_downloads	published	filesize	software	os	pegi	rating_count	developer_address	related_to
com.ovuline.fertility	Ovia Fertility Tracker App	Medical	4.8	free	https://play.google.com/store/apps/details?id=com.ovuline.fertility	Ovia Health	https://play.google.com/store/apps/developer?id=Ovia+Health	//lh3.googleusercontent.com/4svJ-FGhFLL2kg733QZQYGP021TADn2ok8JobQ8bAquWRxJnSKtIES3GTd6_GvYePAU=w340	//lh3.googleusercontent.com/4svJ-FGhFLL2kg733QZQYGP021TADn2ok8JobQ8bAquWRxJnSKtIES3GTd6_GvYePAU=w170	  Periode & vruchtbaarheid tracker, de ovulatie rekenmachine, en menstruele cyclus kalender!       	 Ovia Fertility is the most accurate ovulation calculator and period tracker app. Know your fertile window and your fertility score each day of the month!By recording your menstrual cycle information, the Ovia Fertility app recognizes your peak fertility days each month. As the leading data-driven fertility predictor app, Ovia Fertility analyzes your unique menstrual cycle and provides a personalized fertility calendar to help you get pregnant faster. Ovia calculates your fertility window, predicts your next period, and provides a personalized menstrual calendar. Ovia Fertility is proven to predict your ovulation and fertile window with more accuracy than any other period tracker, fertility calculator, or menstrual cycle calendar app available. Developed by Harvard scientists and the nation’s leading fertility experts, Ovia Fertility makes it fun and easy to manage your reproductive health and get pregnant by tracking your menstrual cycle, ovulation, and symptoms. Key Features ◆ Ovulation calculator & calendar◆ Period tracker◆ Expert articles on fertility & conception◆ Data-driven predictions of fertility & ovulation◆ Export your data to Excel◆ Track your:°°° Period & cycle°°° Moods & physical symptoms°°° Intercourse°°° Weight & nutrition°°° Sleep°°° Ovulation tests & pregnancy tests°°° Cervical fluid°°° Activity & exercise°°° Medications°°° Blood pressure°°° Basal body temperature (BBT)◆ Support for women with irregular periods who are trying to get pregnant or track their cycle◆ Share data & sync your calendar with your partner, friend, or family member◆ Receive detailed health summaries & statistics◆ Sync your FitBit & Withings fitness tracking devices◆ Back up your data securely in the cloud◆ Protect your app with a PIN number ◆ Take the health assessment to unlock more tips & toolsAdditional Features and Details- Digital OPK support for getting pregnant - track low, high and peak fertility - Fertility Forecast: See when you’ll be most fertile on your monthly calendar. This is a fertility predictor in calendar format that shows ovulation days, upcoming period & peak fertile window (for those working towards getting pregnant, this is when you are most likely to conceive).- Receive free detailed health summaries and statistics each week- MyQ will uncover connections between your health history and potential fertility issues that could impact your chances getting pregnant.- Receive real-time health alerts based on your symptoms .- Ask questions and get answers instantly in Community! Private & Anonymous- Record ovulation & results of pregnancy tests, if you are trying to get pregnant. - Track PMS symptomsMORE ABOUT OVIA FERTILITY We use proprietary algorithms based on cutting-edge fertility research to track your cycle and predict your exact ovulation and fertile window. Ovia is the most accurate ovulation predictor and fertility calculator. Our algorithm is even an accurate predictor for women with irregular periods and are trying to conceive. Best of all, the app is free!THE HISTORY & SCIENCE BEHIND OVIA HEALTHOvia Health is a digital health company that uses mobile apps to help women and families live healthier lives. The Ovia Health apps have helped millions of women and families on their fertility, pregnancy, and parenting journeys. With billions of data points collected and analyzed, Ovia Health apps use data driven science to help women conceive up to 3x faster than the national average, have healthier pregnancies and start families with confidence. LEARN MOREBlog: https://blog.oviahealth.com/Facebook: https://www.facebook.com/oviahealthInstagram: @oviahealthCUSTOMER SERVICEAt Ovia Health, we're always working to improve your experience with our products. The best way for us to do this is by hearing your feedback. Have an idea for the Ovia apps? Let us know! Email us at support@oviahealth.comLove Ovia? Leave us a review and refer us to a friend!   	1,000,000 - 5,000,000  	May 19, 2017		 2.0.23  	      4.0.3 and up    	PEGI 3	38864		com.lbrc.PeriodCalendar
com.zmobile.calendar	Kalender van de periode	Health & Fitness	3.9	free	https://play.google.com/store/apps/details?id=com.zmobile.calendar	z-mobile	https://play.google.com/store/apps/dev?id=9134694326549969911	//lh3.googleusercontent.com/TojKF21rSs4tOoOjkF6KhFYTXNNNABTj76J6d5-8v4_iwv3XZ863bVAhVSXxHto5RHA=w340	//lh3.googleusercontent.com/TojKF21rSs4tOoOjkF6KhFYTXNNNABTj76J6d5-8v4_iwv3XZ863bVAhVSXxHto5RHA=w170	  Vind je menstruatie, de dag van de ovulatie, veilige dagen en vruchtbare dagen.       	 This application will let you quickly and easily check your menstruation phase and find out your fertility throughout the whole year! You will be able to calculate your next menstrual cycle days, find out your safe sex and high risk days, or good chance for pregnancy. Menstrual Fertility Calendar will become your closest friend, that will always stay with you. It is very easy to use and has a very intuitive user interface. All you need to do is set your individual duration of period cycle, pick the first day of your last menstruation and it is done!   	100,000 - 500,000  	June 20, 2017		 15.6  	      4.0 and up    	Sex	344	ul. Podłęska 11d/8 30-865 Kraków, Poland	com.lbrc.PeriodCalendar
com.linchpin.myperiodtracker	Mijn Periode Tracker /Kalender	Health & Fitness	4.1	free	https://play.google.com/store/apps/details?id=com.linchpin.myperiodtracker	Linchpin Health	https://play.google.com/store/apps/developer?id=Linchpin+Health	//lh5.ggpht.com/8VStaDBtYUdStuElODQZA_iG2Xwy43mvmfRneiw3-qxAM8k-UGzzp2Ajuy69d4TGRw=w340	//lh5.ggpht.com/8VStaDBtYUdStuElODQZA_iG2Xwy43mvmfRneiw3-qxAM8k-UGzzp2Ajuy69d4TGRw=w170	  Mijn Periode Tracker /Kalender       	 Period tracker for women provides a very intuitive interface for girls / women to track their ovulation, fertility, period logs and menstrual cycles, create and edit notes, organize and navigate through, to preview your historic records and forecasts. It calculates fertility days and ovulation days on the basis of the scientific methods and increasing chance of pregnancy.The main objective of this ladies periods calendar is to record menstrual cycles and personal period log for teenage girls and women. This menstrual cycle tracker offers vital notifications enabling informed decisions, be it Avoiding Pregnancy, Achieve Pregnancy or Routine health monitoring. The app is very handy for people with regular and irregular periods acting as a tip on period cycle. The Practitioner can get input from the app helping in the treatment for period issues.********************************************************************FEATURES: TRACKING YOUR MENSTRUAL CYCLE********************************************************************- High level of Privacy Protection- Enabled for cross platform- Cloud Storage and device migration- Intuitively designed Timeline.- Record your period dates.- Period calendar and calculator- Ovulation and Fertility calendar- View your periods at a glance with our easy-to-read calendar.- Plan ahead with predictions for your next 6 months periods, fertility days and ovulation tracker.- Record daily notes, symptoms, moods, medications, vitals- Track moods, symptoms, weight, and other menstrual related progress.- Customize your calendar and tracker dates.- Setup discreet reminders / notifications for your next period or when your fertile days are approaching with secure password- Highly personalized (** PASSCODE, CONFIGURABLE APP NAME and ICON ***)***********************************************************************FEATURES: TRYING TO CONCEIVE BABY / PREGNANCY MODE***********************************************************************- Track ovulation / period / cycles specific symptoms, treatments, and events e.g. intercourse, contraception, sex, etc)- Record popular signs of ovulation / women cycles.- Advanced ovulation tracking and prediction based on Fertility Awareness Method (FAM) or OPK.- Capability for women to update ovulation day by physical monitoring- Record results of Home Pregnancy Tests*********************What’s New?*******************a) Option to send the Period Logs through mailb) SHARE WITH PARTNER feature allows you to share your emotional and physical health state with your Partner / coc) W'Diary: Introducing blogs for women to share thoughts.d) Easy to Setup with Startup Wizard tool - * Step by Step takes you through the app configurations, you can configure this app the way you want.Disclaimer:Please go through the My Period tracker / Calendar app's Terms of use at following link. Fertility calculations, period tracking, pregnancy prediction methods and suggestions given in the App are no replacement of a real Medical Practitioner.http://mptapp.com/terms-of-useservice/   	1,000,000 - 5,000,000  	June 12, 2017	   Varies with device  	   Varies with device  	   Varies with device    	PEGI 3	7945	Sec 57, Noida	com.lbrc.PeriodCalendar
com.indhay.menstrualcalendar	Menstrual Calendar	Medical	3.8	free	https://play.google.com/store/apps/details?id=com.indhay.menstrualcalendar	indhay	https://play.google.com/store/apps/developer?id=indhay	//lh3.googleusercontent.com/HC-5ysmwUm0xWBnAZQrAGMv10GLli2H3KVEz4pT9MmFAL_zbh6bAkXop9xMGGOMehB0=w340	//lh3.googleusercontent.com/HC-5ysmwUm0xWBnAZQrAGMv10GLli2H3KVEz4pT9MmFAL_zbh6bAkXop9xMGGOMehB0=w170	  Menstruele kalender!       	 Free! Menstrual calendar is the best and the simplest application for the women who would like to have a Period, and ovulation tracker. Features:- Pregnancy Mode (New)- Smartforecast for Periods, fertile days and ovulation,- Password protection.- Customizable calendar,- Weight and Temperature Tracking (+ charts),- Multiple Notifications (ex:Pill reminder, appointment with the doctor),- Backup to SD card,- Restore from SD card,- Entry of symptoms according to the body parts,- Entry of notes and facts.- Many other features will be added !!Facebook : https://www.facebook.com/pages/Indhay-Apps/1466476790244950   	100,000 - 500,000  	November 22, 2016		 2.6.4  	      2.3 and up    	PEGI 3	1646	75 rue Olivier de Serres,75015,Paris	com.lbrc.PeriodCalendar
app.drlady	Женский Доктор (платинум)	Medical	4.8	free	https://play.google.com/store/apps/details?id=app.drlady	Семейный Доктор	https://play.google.com/store/apps/dev?id=7337740804327173155	//lh3.googleusercontent.com/vBQEK6cugQxNEQvtm1Ah4XKfTkBebi5mCVMCugXNNgnilJCXylAw7eyK-BmtyhWNKdSr=w340	//lh3.googleusercontent.com/vBQEK6cugQxNEQvtm1Ah4XKfTkBebi5mCVMCugXNNgnilJCXylAw7eyK-BmtyhWNKdSr=w170	  Al gynaecologie, toegankelijk en eenvoudig. De enige app op de gezondheid van vrouwen       	" 18 категорий, более 600 статей по всем сферам женского здоровья. Справочник будет интересен: девочкам подросткам, беременным, женщинам достигшим климактерического возраста. У вас больше не останутся вопросы о выделениях и что означает тот или иной симптом. Вы узнаете не только больше о здоровье, но и своём организме, как он работает и что с ним происходит на разных этапах вашей жизни.ОСОБЕННОСТИ★ Все статьи отсортированы по категориям.★ Простой в использовании поиск поможет быстро найти то что вы ищите.★ Любую статью можно добавить в ""Сохранённые"" для того, чтобы её можно было прочитать в любое время, без доступа к интернет.Разделы:• Аборт• Анализы, диагностика, тесты• Анатомия• Беременность• Болезни• ЗППП• Молочница• Цистит• Выделения, менструация и овуляция• Климакс и менопауза• Контрацептивы• Лекарства• Маммология• Операции• Косметичексие, пластическая хирургия• Планирование беременности• Симптомы• Тампоны и прокладкиОтветы на вопросы:- заболевания матки- киста яичников- воспаление придатков- трубная непроходимость- женское бесплодие- выкидыш- не вынашивание- инфекции передающиеся половым путем- сбои менструального цикла- планирование семьи- климакс- медикаментозный аборт- установкой спирали- подготовкой к ЭКО- болезни женской выделительной системы- онкология.КРАТКОЕ СОДЕРЖАНИЕ СТАТЕЙ:Калькулятор овуляцииКалендарь менструацийЖенский календарьКиста жёлтого телаЛечение цистита в домашних условияхМожно ли забеременеть во время месячныхАденомиоз матки что это такоеГадания по месячнымМесячные и грудное вскармливаниеНМЦКиста шейки маткиВыделение перед месячнымиПри беременности можно ли заниматься сексомКак рассчитать месячныеСвечи гексикон, инструкцияУреаплазма у женщин что это такоеТаблетки от молочницыТаблетки от циститаЧто такое цистит у женщин, симптомы и лечениеПосле родов нет месячныхБолят яичникиСпринцеваниеРак шейки маткиАденомиоз что это такоеПриминение МирамистинаПосле кесарева сеченияГексикон свечи от чегоПМС что это такоеВыделение белейЭрозия шейка маткиПосле месячныхВоспаление яичников у женщинВыделения после кесареваМолочница от антибиотиковМесячные 2 раза в месяцПричина головокружения у женщинДюфастон при планировании беременностиРак грудиныВоспаление придатков у женщинТест на овуляцию беременностьКровь не во время месячныхУреаплазма анализ что это такоеСода при молочницеПри планировании беременности фолиевая кислотаПродукты с витамином ЕЛохииВодянистые выделенияСвеча ЗалаинВыделения нормаКак делают биопсиюИз за чего появляется молочницаМазь от молочницыРаскрытие шейки маткиУропрофитГрудь болит перед месячнымиХронический циститУреаплазма парвум что этоКонизация шейки маткиПризнаки замершей беременностиКак рассчитать свой циклСинегнойная палочкаСгустки крови при месячных что это такоеСимптомы сифилисаКак пить фолиевую кислотуВыделения у девочекПризнаки внематочной беременности на ранних срокахКак лечить вагинозВыделения при беременности бежевыеТампоны для девочекПарвум у женщинКольпоскопия что это такое в гинекологииМожет быть из за молочницы задержкаСиндром дауна при беременностиКак лечить бесплодиеДюфастон вызывает месячныеНорма ттг при беременностиНе могу заниматься сексом после абортаЦервицит шейки маткиСвечи от воспаления по женскиВыделения при тержинанеСимптомы первых дней беременностиКогда можно забеременеть после абортаТаблетки вызвать месячныеСвечи от молочницы при беременностиСифилис у детейЭктазия что такоеКлимакс в 40 летСекс при климаксеПредменструальный синдром что этоПротивозачаточные негормональныеАденозГинекологические свечиЕсли нет месячных после чисткиПри месячных можно заниматься спортомИнструкция к тесту на овуляциюОБРАЩЕНИЕ К ЧИТАТЕЛЮИнформация, опубликованная в приложении, предназначена только для ознакомления и не заменяет квалифицированную медицинскую помощь. Обязательно проконсультируйтесь с врачом! 18 categories, more than 600 articles on all areas of women's health. The handbook will be interesting: adolescent girls, pregnant women have reached menopause. You no longer have questions about the allocation and that means one or the other symptom. You will learn not only more about health, but also your body, how it works and what happens to him at different stages of your life.FEATURES★ All articles are sorted by category.★ Easy to use search helps you quickly find what you are looking for.★ Any article can be added to the ""saved"" so that it can be read at any time, without access to the Internet.Sections:• Abortion• Analyzes, Diagnostics, tests• Anatomy• Pregnancy• Diseases• STD• Thrush• Cystitis• Discharge, menstruation and ovulation• Menopause and Menopause• Contraceptives• Medications• Mammalogy• Operations• Kosmeticheksie, plastic surgery• Planning for pregnancy• Symptoms• Tampons and padsAnswers on questions:- diseases of the uterus- ovarian cyst- inflammation of the appendages- tubal obstruction- female infertility- miscarriage- no brooding- sexually transmitted infections- menstrual cycle disruptions- Family Planning- climax- medical abortion- installation of a spiral- preparation for IVF- diseases of female urinary system- oncology.SUMMARY OF ARTICLES:ovulation CalculatorCalendar of menstruationWomen's calendarCorpus luteum cystCystitis Home TreatmentCan I get pregnant during menstruationuterine adenomyosis what it isDivination by monthMonthly and breastfeedingNMCcervical cystIsolation before menstruationIn pregnancy, there can be sexHow to calculate monthlyCandles Hexicon, instructionUreaplasma women what it isTablets from yeastTablets cystitisWhat is cystitis in women, symptoms and treatmentAfter birth, there is no monthlysore ovariessyringingCervical cancerAdenomyosis what it ispriminenija MiramistinAfter cesarean sectionHexicon candles from whatPMS what it isIsolation whiterErosion of the cervixafter a monthinflammation of the ovaries in womenAllocation after cesareanThrush antibioticsMonth 2 times a monthCause of vertigo in womenDuphaston when planning pregnancycancer sternumInflammation of the appendages in womenOvulation Test PregnancyBlood is not menstruatingUreaplasma analysis of what it isSoda for thrushWhen planning a pregnancy folic acidFoods with vitamin ElochiawateryZalain candleselection ruleHow to do a biopsyBecause of what appears thrushOintment from yeastDisclosure of the cervixUroprofitChest pain before menstruationchronic cystitisUreaplasma parvum itconizationSigns of missed abortionHow to calculate your cyclePseudomonas aeruginosablood clots during menstruation what it issyphilis symptomsAs drink folic acidAllocation for girlsSigns of an ectopic pregnancy in the early stagesHow to treat vaginosisAllocation of pregnancy beigeTampons for girlsParvum for womenColposcopy is what it is in GynecologyMay be due to thrush delayDown's syndrome in pregnancyHow to Treat InfertilityDuphaston is monthlyNorma TSH during pregnancyI can not have sex after an abortioncervical cervicitisCandles from inflammation of feminineAllocation at terzhinaneSymptoms of the early days of pregnancyWhen can I get pregnant after an abortionPills cause monthlyCandles from yeast during pregnancySyphilis in childrenEctasia whatMenopause at age 40Sex during menopausePremenstrual syndrome is that itnon-hormonal contraceptivesadenosisgynecological candlesIf no periods after cleaningMenstruation can play sportsInstructions for Ovulation TestTO READERSInformation published in the appendix, is intended for guidance only and does not replace professional medical care. Be sure to consult with your doctor!  "	10,000 - 50,000  	June 19, 2017		 3.1  	      4.0 and up    	PEGI 3	116	infors@ymka.ru	com.lbrc.PeriodCalendar
com.period.tracker.deluxe	Period Tracker® Deluxe	Health & Fitness	4.7	€ 1,49	https://play.google.com/store/apps/details?id=com.period.tracker.deluxe	GP International LLC	https://play.google.com/store/apps/developer?id=GP+International+LLC	https://lh4.ggpht.com/PwTSjQrk-HKmd6TkwDXep1MAEzD28rNAmm9s76W4V6Yn8iKW807o0BFfOawlY9eKZig=w340	https://lh4.ggpht.com/PwTSjQrk-HKmd6TkwDXep1MAEzD28rNAmm9s76W4V6Yn8iKW807o0BFfOawlY9eKZig=w170	  P Tracker, de gemakkelijkste manier om je ongesteldheid in de gaten te houden!       	" Period Tracker is the easiest way to track your periods! * Press a button at the start of your period every month. Period Tracker logs your dates and calculates the average of your past 3 months' menstrual cycles to predict the start date of your next period. * View your current and future period dates, ovulation and fertile days, your moods and your symptoms in a simple month-view calendar. * Decorate your phone with an icon that looks great on your home screen and that's discreet. It reads simply ""P Tracker."" Period Tracker is FILLED WITH FEATURES. * Take daily notes of moods, symptoms, and intimacy. * Easily view the number of days until next period or number of days late. * Know when you're fertile with flowers that show on your homescreen during your predicted ovulation and eight day ""fertile window."" * Track advanced fertility features such as cervical mucus and positions.* Add a widget to your home screen to show a countdown to your next period * View your data with charts. * Turn on pregnancy mode to count down to your baby's due date. * Personalize your app with your choice of skins.Please email comments and suggestions to support@gpapps.com.Disclaimer: Period Tracker period and fertility forecasts may not be accurate and should not be used to prevent unwanted pregnancy.  To forecast ovulation Period Tracker calculates 14 days before the projected start date of one's next period.  Forecast accuracy depends on a number of factors including how regular one's cycle length is, when one actually ovulates during the cycle, and how many periods have been logged in the app.  Anxiety, stress, diet, nutrition, exercise, environment, medications, age and other factors can also affect one's cycle from month to month.  By downloading this app you agree to the End User License Agreement at http://gpapps.com/support/eula/ .   "	100,000 - 500,000  	June 22, 2017	   Varies with device  	   Varies with device  	   Varies with device    	PEGI 3	16163	39252 Winchester Rd. Murrieta, CA 92563	com.lbrc.PeriodCalendar
com.phonegap.getpregnant	Get Pregnant	Medical	3.7	free	https://play.google.com/store/apps/details?id=com.phonegap.getpregnant	Simple Apps Dev	https://play.google.com/store/apps/developer?id=Simple+Apps+Dev	https://lh3.ggpht.com/KasR97uvFRC6RjKqAPWekjT4fFtr5Bld8vFXfVmt55QOue5771eKT4kDusoX9q9nCw=w340	https://lh3.ggpht.com/KasR97uvFRC6RjKqAPWekjT4fFtr5Bld8vFXfVmt55QOue5771eKT4kDusoX9q9nCw=w170	  Zwanger worden; Vind uw ovulatie en de verwachte datum van levering! Tips voor het geslacht.       	" If you're trying to conceive it can sometimes take a while before you are pregnant. To increase the chance of becoming pregnant you can try to determine your fertile period. Having intercourse in the fertile period can considerably increase the chance of becoming pregnant.You can determine your fertile period in a few simple steps, up to 6 months in advance. If you are already pregnant you can use the calculator to determine your expected delivery date.The calculations are based on the fact that ovulation takes place 14 days before menstruation. No indication can be given for menstrual cycles exceeding 35 days and less than 21 days.Select the first day of your last menstruation, the average duration of your menstrual cycle and then click on ""Calculate"".Included tips for a girl or boy.New functions: Call Doctor You can call your doctor from the app. When you press the Call Doctor button, you will be directly taken to the dialing screen. Caller ID Get Pregnant has free caller ID. It identifies callers for you - even the ones not in your contact list. Caller ID results are shown after calls and also allow you to save the contact details directly to your address-book. Also when you call your doctor and cannot reach him or her, Caller ID will suggest up to 3 alternative doctors in the same geographic region. So in case you urgently need to speak to a doctor an alternative will be at hand with Caller ID.  You can disable or adjust caller ID to your preferences in the settings menu any time.   "	1,000,000 - 5,000,000  	May 3, 2017		 2.5  	      3.0 and up    	PEGI 3	3691		com.lbrc.PeriodCalendar
com.veevapps.loseweightin30days	Afvallen In 30 Dagen	Health & Fitness	4.7	free	https://play.google.com/store/apps/details?id=com.veevapps.loseweightin30days	Veev Apps	https://play.google.com/store/apps/developer?id=Veev+Apps	//lh3.googleusercontent.com/pDgtYEMLy5oMX8ekMnD0gcQKrC9ziWyt59ESHplPgk9VJRHZXxcAozLqeExTBZ1eqxs=w340	//lh3.googleusercontent.com/pDgtYEMLy5oMX8ekMnD0gcQKrC9ziWyt59ESHplPgk9VJRHZXxcAozLqeExTBZ1eqxs=w170	  Het trainingsprogramma (oefeningen) en dieet om gewicht te verliezen in 30 dagen       	 We have prepared exercise program and diet to help you lose weight in 30 days. Following this program, you can easily lose weight and make your body more beautiful. Every day, we will increase the load of training, so do not forget about the rest. Exercise is prepared specifically for the home. Anyone can perform them anywhere.You can easily keep track of your weight loss progress and the number of calories burned. Carrying out training plan you will not only be able to remove the extra weight, but also to improve the physical form. We have collected different types of exercises that will help you the most to lose weight (abdominal exercises, exercises for the buttocks, waist, etc.).Key Features:- Training plan for 30 days- Animated exercise demonstration- Diet for 30 days with a daily schedule and various products- Weight Loss Progress- Statistics on the calories burned   	1,000,000 - 5,000,000  	June 8, 2017		 1.7  	      4.0.3 and up    	PEGI 3	10954	Чувашская Республика, г. Чебоксары	com.lbrc.PeriodCalendar
ru.mobiledimension.kbr	Pregnancy Calendar and Tracker	Medical	4.8	free	https://play.google.com/store/apps/details?id=ru.mobiledimension.kbr	Mobile Dimension LLC	https://play.google.com/store/apps/developer?id=Mobile+Dimension+LLC	//lh3.googleusercontent.com/7nWpVQz7OUb3plFNh5DkeUaNIJLEAn2BNtJ9IXySCqrP3DyPEocl1XCZ74OtvWqirYCY=w340	//lh3.googleusercontent.com/7nWpVQz7OUb3plFNh5DkeUaNIJLEAn2BNtJ9IXySCqrP3DyPEocl1XCZ74OtvWqirYCY=w170	  Zwanger? Gratis app voor aanstaande te houden hoe je baby te laten groeien       	" Pregnancy Calendar - is an indispensable tool for the expectant mother! Get detailed information on the development of your baby at each week of pregnancy. Hundreds of thousands of women choose this application. Join us!With Pregnancy Calendar you can easily:- Track your pragnancy week by week- Get baby size information and development updates weekly- Get information on changes in your body- Manage weight and belly growth gain goals with clinical guidelines for your BMI- Track contractions and send results to medic- Track baby kicks- Get more information about pregnancy by weeks- Share on Facebook, Email, Text & Twitterand moreEvery woman expecting a child prepares herself to give birth to her baby and, of course, she wants to know how her baby grows, what happens to the body and what other changes are waiting for her until the birth of the baby. In this application you’ll find the detailed weekly pregnancy calendar giving easy access to information about the pregnancy and the baby development, changes in pregnant woman's body, as well as tips on nutrition for pregnant women. For each week of pregnancy, there are four pieces of information:•	Baby development, •	Mother’s body, •	Mom’s meals, •	Useful tips.To use the pregnancy calendar and to count your pregnancy due date just enter the day of your last period and you’ll see the information about your duration of gestation.This App is not intended for medical use, or to replace the advice of a trained medical doctor. If you have any concerns about your pregnancy, consult with your doctor or midwife.You can find us with following keywords: Pregnancy Tracker, Due Date Calculator, Baby Supportpregnant, baby, embarazo, contraction, ovia, due, expecting, week, daily, birth, parenting, womb, fetal, kickбеременность, беременна, ребенок, срок, схватки, недели, роддом, папа, овуляция, маме, мылаш, дата, развитие, 9 месяцев   "	500,000 - 1,000,000  	May 26, 2017		 2.0.2  	      4.1 and up    	PEGI 3	17897	105005 Москва ул Бауманская дом 7 стр1	com.lbrc.PeriodCalendar
com.cg.android.ptracker	Period Tracker	Health & Fitness	4.4	free	https://play.google.com/store/apps/details?id=com.cg.android.ptracker	Sevenlogics, INC	https://play.google.com/store/apps/developer?id=Sevenlogics,+INC	//lh3.googleusercontent.com/9eHOG8WoG0BDPN3sLTuhqjdbgij_owJSJ6Qg-dGARqWtBaQ0yaCvGhKTbv2NcP0lrYE=w340	//lh3.googleusercontent.com/9eHOG8WoG0BDPN3sLTuhqjdbgij_owJSJ6Qg-dGARqWtBaQ0yaCvGhKTbv2NcP0lrYE=w170	  De beste periode bijhouden app op Android!       	 The best period tracking app on Android!Period Tracker is a classy, pleasant, and discrete interface to track your periods, daily moods, health symptoms, notes, and even the weather, so you can see how they correlate to your cycle days.It's easy to see predicted periods and fertility days - essential for planning dates and vacations and avoiding unpleasant surprises!A menstrual cycle tracker with style - various beautiful themes, fonts, mood and symptom icons are available to match your personality or mood.------------Features------------• easy way to track period, moods, health symptoms, weight, temperature, weather, notes, medications and pregnancy• daily photo taking to remember each day by• lists of past and predicted period and fertility periods• beautiful themes and fonts to choose from• custom symptoms and moods• reminders for the upcoming period and fertile days• general reminders• pregnancy mode• graphs for fertility, temperature, weight, moods and symptoms against the period days• graphs for period duration and cycle length• flip through the screens to read entries as a health diaryTrack periods gracefully with Period Tracker app.   	100,000 - 500,000  	November 21, 2016		 1.0.1169-291c05f  	      5.0 and up    	PEGI 3	12051	"1300 Valley Vista Dr. Suite 208
Diamond Bar, CA 91765"	com.lbrc.PeriodCalendar
pl.bella.kalendarzyk	Bella Period Calendar	Health & Fitness	4.2	free	https://play.google.com/store/apps/details?id=pl.bella.kalendarzyk	3xW	https://play.google.com/store/apps/developer?id=3xW	//lh3.googleusercontent.com/GKOYMLI3nlMp5jwwOdIGc6p60_1FWK-oFgiKbIpLEPjP28iAWjUgJyk1AtlDVlgCI_g=w340	//lh3.googleusercontent.com/GKOYMLI3nlMp5jwwOdIGc6p60_1FWK-oFgiKbIpLEPjP28iAWjUgJyk1AtlDVlgCI_g=w170	  Bella Period Calendar - het is eenvoudig om te voorspellen wanneer de volgende periode zal zijn.       	 BELLA menstrual calendar:Do you want to know when your period starts? Or perhaps you need to know when your fertile days start in the coming month? Thanks to this free application you will be able to make a note of your cycle on your smartphone which you carry around with you almost all the time.   Ovulation, infertile days or the menstruation itself will not surprise you anymore. The Bella menstrual calendar allows you to update the data, set reminders about, for example, taking the pill or describe the symptoms of the last period. The safety, comfort and convenience of this tool mean that you will never forget about your important days again. Explore the application’s options and functionalities.Take control!The application’s heart is its main screen. It shows you the current day of your menstrual cycle and informs you when your fertile days and period approach. Thanks to the information appearing on the main screen, you will take control and feel much safer.Your cycle, our support:The registration option presents a monthly prognosis of your cycle, prognosis for the subsequent months as well as the possibility of previewing the archived entries concerning the previous cycles. Notes, symptoms and mood!You will be able to describe every day of your cycle by using your own notes and registering symptoms (e.g. heavy bleeding, stomach pain, headache) and moods (e.g. happy, sad, and sleepy).The register:It is the place where all the data related with every cycle (past and forecast) is gathered. The data is divided into past, prognoses and statistics. The past option helps you to analyse how the length of your period has been changing over the last few months. The chronological prognoses indicate when the next period starts and help determining the start dates of your cycles for the next 6 months. The statistics option is a transparent presentation of the most important numbers related to your cycle, which shows you, amongst others, the number of occurring symptoms and moods accompanying your periods as well as the minimum, maximum and average duration of your cycle. Period prognosis: You can choose the way in which the application predicts your periods. You can choose between the two following options: the mean values registered during previous cycles calculated on the basis of archived data from the application or the constant values, in which the cycle’s and period’s duration are defined by yourself. You will not miss an approaching period anymore.This is thanks to the notification option which can be personalized and adjusted to your needs. Thanks to the notifications you will know when your fertile days, period or ovulation approach. You can also set a notification reminding you to take your pill. Do you like feeling safe? Your data likes it, too. That’s why you can save a copy of your data on a safe server. If you replace or lose your smartphone, you will be able to retrieve the up-to-date data regarding your cycle into the newly installed application in a fast and convenient manner.   	100,000 - 500,000  	June 14, 2017	   Varies with device  	   Varies with device  	   Varies with device    	PEGI 3	2334		com.lbrc.PeriodCalendar
